SMILES,Yield,Temp,Time
CC(C)OB(OC(C)C)OC(C)C.BrC1=CC=C(OC2CCCCC2)C=C1.[Li]CCCC.Cl>>OB(O)C1=CC=C(OC2CCCCC2)C=C1,79.0,0.0,0.00138889
CC(C)OB1OC(C)(C)C(C)(C)O1.FC1=CC=C(Br)C=C1.[Li]CCCC>>CC1(C)OB(OC1(C)C)C1=CC=C(F)C=C1,99.0,-13.5,4
